,NetID,FlowID,runTimeLUDB(ns)
7,1, 2,75020
5,1, 15,129943
259,3, 40,3723788
1034,10, 418,3917025
117,3, 7,3927257
859,10, 273,4037409
3938,30, 98,4075805
3475,28, 329,4088126
1734,17, 60,4220674
2039,18, 62,4277359
2405,24, 161,4313709
2326,21, 1,4318929
4420,34, 23,4352692
1541,13, 188,4416471
3648,28, 42,4555994
2242,19, 46,4582923
3139,27, 160,4607138
2323,21, 3,4616607
1656,16, 22,4638537
2327,21, 0,4684123
2336,23, 9,4727996
2015,18, 97,4810566
2784,26, 85,4836639
298,6, 9,4851589
1847,17, 198,4896821
2339,23, 0,4982964
106,3, 165,5016557
4458,34, 83,5065610
3981,30, 55,5161631
2,1, 12,5227703
1602,15, 17,5310979
1395,13, 105,5373386
1253,12, 120,5382533
4142,32, 222,5483294
4394,34, 77,5505123
1066,10, 13,5595581
902,10, 139,5624438
1239,12, 59,5638583
2736,24, 121,5734252
712,10, 149,5835913
4397,34, 65,5917207
1874,17, 239,6066206
3954,30, 44,6130930
1257,12, 32,6251613
1103,11, 2,6438483
1100,11, 8,6583816
4405,34, 10,6806395
3347,28, 120,6973568
2036,18, 87,7005233
4431,34, 52,7101288
3584,28, 359,7168022
1176,12, 116,7633904
4319,32, 128,7737580
4375,33, 6,7997388
3423,28, 362,8186994
4194,32, 49,8296729
328,7, 1,8414004
1933,17, 183,8505469
2333,23, 5,9149328
2335,23, 7,9443538
287,5, 3,10071770
219,3, 140,10163261
375,8, 225,10578169
114,3, 171,10767320
1433,13, 184,11061242
1124,12, 125,11187278
1562,14, 1,11427186
308,6, 8,11605803
133,3, 163,12136886
2285,19, 102,12506121
3425,28, 240,12981314
1608,15, 53,13010254
2322,21, 5,13642060
2324,21, 4,13848760
2317,20, 6,14008558
2241,19, 113,14376800
4369,33, 8,14671747
598,8, 92,15264503
4341,32, 81,15561784
1654,15, 71,15784997
2030,18, 188,16120461
1430,13, 242,16730390
2314,20, 12,17825125
2320,20, 11,18466458
292,5, 6,19306761
1677,16, 10,19681954
629,9, 44,20064053
4429,34, 76,20717994
3861,29, 12,21192511
2331,23, 1,21696915
479,8, 251,21781858
325,7, 0,22009446
4371,33, 3,22176912
2312,20, 10,22326385
3442,28, 85,22730930
594,8, 40,23296146
2328,23, 8,23385160
2184,19, 0,24174064
303,6, 6,24580272
289,5, 4,25195424
286,5, 0,25448879
1289,12, 28,25673012
4111,31, 10,26702011
1445,13, 179,27571719
1966,17, 62,27994984
615,9, 17,28202834
296,5, 1,29670608
437,8, 25,29743619
281,5, 11,30130590
1537,13, 219,30670156
1102,11, 0,31117548
3279,27, 312,31205093
2310,20, 1,32076780
2524,24, 362,32154991
1105,11, 6,32500681
3829,29, 50,32913193
2918,27, 211,33423461
2845,26, 49,33939106
2227,19, 99,36180106
4366,33, 2,37032461
638,9, 1,37298079
2567,24, 167,37552493
1504,13, 142,37889656
1851,17, 148,38242077
4401,34, 98,39213812
1558,14, 15,39671855
2863,26, 73,40165293
450,8, 49,41241135
2639,24, 143,41436181
1580,14, 6,41816374
2222,19, 16,42627827
4373,33, 11,43157569
1846,17, 11,43483205
8,1, 16,44111764
3047,27, 367,44426723
1101,11, 1,45337983
1104,11, 3,45799198
3667,28, 204,46242605
104,3, 71,47170065
1,1, 7,47785807
3219,27, 164,48655319
4409,34, 45,49906635
626,9, 20,50663543
3926,30, 88,51609756
1765,17, 40,51904275
3973,30, 65,52833267
1577,14, 8,53387149
628,9, 7,53770259
43,2, 28,54298455
15,1, 3,55243084
3777,29, 71,56213247
1581,14, 4,56402194
10,1, 11,56574641
4335,32, 12,57026909
2555,24, 297,57771434
1559,14, 7,58877405
1167,12, 155,59586131
275,3, 53,60060753
309,6, 24,61561578
1953,17, 36,62050904
1658,16, 25,63676464
2332,23, 4,63713955
175,3, 153,66596987
547,8, 101,67486723
12,1, 14,69600342
3650,28, 48,69906791
1556,14, 14,70602078
609,9, 16,71484956
29,2, 13,71698911
680,10, 342,71867056
3638,28, 134,73216281
1112,12, 171,74029794
302,6, 13,75117034
3995,30, 35,76488695
1284,12, 119,76858010
239,3, 127,79287468
2734,24, 25,83729952
1426,13, 170,85531690
3994,30, 20,85880458
50,2, 8,87197031
4421,34, 85,88168172
708,10, 441,90434231
539,8, 102,91812735
3351,28, 199,94207239
3946,30, 66,96774769
2930,27, 238,98677926
4,1, 4,99716989
4368,33, 1,100192311
1661,16, 11,101714366
4370,33, 10,103425154
301,6, 11,108981398
1265,12, 110,109136118
283,5, 8,109828374
42,2, 31,111961253
1456,13, 51,112597974
4437,34, 73,114573411
2775,26, 59,115211407
320,6, 20,116758665
2793,26, 60,118212075
2792,26, 87,121270370
2774,26, 5,129654474
14,1, 13,130373434
4090,31, 105,135643047
1131,12, 162,137864680
2705,24, 191,138999992
1339,13, 136,139704796
2737,24, 301,140309114
1568,14, 3,144063387
1669,16, 15,146544501
1665,16, 20,148966784
35,2, 29,155434270
508,8, 2,156378588
1122,12, 71,157908366
2791,26, 16,162661682
19,2, 14,163952297
284,5, 7,170959413
649,9, 11,178597356
642,9, 3,183258521
3822,29, 86,188769039
4430,34, 56,191954132
357,8, 172,192741121
2852,26, 41,195377224
3607,28, 309,202570689
21,2, 25,204917004
123,3, 100,205346511
3439,28, 124,206846019
1324,13, 87,208792605
1601,15, 66,214192398
37,2, 23,215968858
1574,14, 16,220775170
2840,26, 90,222411492
1634,15, 3,226893314
2933,27, 188,229269376
1262,12, 149,232256598
3362,28, 387,234118333
4086,31, 38,234699284
138,3, 76,236630527
2831,26, 56,237925255
1657,16, 1,241377004
4106,31, 75,242960167
2807,26, 39,244631491
4407,34, 27,245790747
3690,28, 308,248216716
2490,24, 199,250242196
3858,29, 82,255081426
4065,31, 11,257524477
48,2, 18,258257704
4346,32, 65,262584013
4338,32, 220,263678888
1300,12, 145,265472493
1667,16, 21,268010611
4374,33, 4,269410675
2846,26, 69,271766748
1046,10, 250,273489376
32,2, 3,276096712
3805,29, 47,280125911
2248,19, 9,280958997
2053,18, 110,281759883
2848,26, 45,282253554
2844,26, 47,283804032
522,8, 259,287059998
1673,16, 0,289187790
4007,31, 24,291662376
321,6, 26,292218970
2182,19, 112,292973828
4381,34, 18,294372858
2208,19, 131,296526248
4054,31, 80,302152665
109,3, 105,303343181
205,3, 34,306691013
2231,19, 107,308569638
2237,19, 79,309785825
4121,32, 99,310103573
316,6, 21,311402256
2751,24, 372,315070990
2732,24, 400,321221886
4117,31, 25,324522817
1168,12, 148,326716388
1628,15, 26,334395291
2782,26, 71,337747503
1236,12, 64,340278310
2284,19, 43,343823497
3937,30, 7,345580914
300,6, 7,348128186
1651,15, 52,350435367
2529,24, 29,356893993
4204,32, 167,358750963
1975,18, 107,361772654
3787,29, 122,363205198
1565,14, 26,366274670
1126,12, 103,367266874
4166,32, 54,368867285
2303,19, 42,370375140
2179,19, 3,374501356
1583,15, 33,376331807
3999,30, 43,378610857
2798,26, 99,383069016
38,2, 6,383771075
2808,26, 81,390371419
4030,31, 76,390523237
4105,31, 13,392302044
297,5, 13,397151860
3251,27, 71,398689110
276,3, 198,400435788
4332,32, 31,401723138
2215,19, 34,406546861
1810,17, 105,408413498
4071,31, 101,410028357
3939,30, 45,413690326
3945,30, 33,414965086
3991,30, 60,417171998
1607,15, 31,420384649
1741,17, 42,423368024
1617,15, 15,425586533
3960,30, 72,429520151
2407,24, 280,432643381
4045,31, 63,436267379
319,6, 25,436846389
610,9, 34,438437735
2269,19, 137,444808556
4099,31, 88,445407779
4034,31, 56,445828285
1648,15, 27,447357918
1172,12, 69,448403976
4387,34, 21,450917092
22,2, 4,454515239
251,3, 31,456952060
4398,34, 5,462277718
4403,34, 22,466530273
4018,31, 64,468791919
4021,31, 84,469899445
3903,30, 40,471901788
645,9, 23,473970153
914,10, 180,475036557
1809,17, 195,479135941
2822,26, 83,480966062
4447,34, 72,490080577
4425,34, 58,492459830
2830,26, 43,494870427
34,2, 0,500563789
1643,15, 9,501114973
3935,30, 54,502494928
4016,31, 49,506165698
3910,30, 42,508377414
1199,12, 30,509471496
1614,15, 11,512487009
4044,31, 81,515182022
4064,31, 102,517086527
1410,13, 10,520256867
33,2, 12,522479403
3965,30, 26,524700966
2578,24, 276,525224690
3453,28, 45,527502886
116,3, 125,531151422
4286,32, 73,536113564
1668,16, 13,537053860
968,10, 313,537483008
1942,17, 141,541312344
4183,32, 210,542376795
1671,16, 2,549294240
3919,30, 113,550746039
1572,14, 13,556075645
1161,12, 47,561588579
2809,26, 74,566160338
3429,28, 393,568795165
1659,16, 16,573974846
4063,31, 103,575690474
1680,16, 14,577375884
2044,18, 78,578565367
2825,26, 37,585686314
2211,19, 33,586646121
1566,14, 5,587680092
1972,18, 58,589830738
840,10, 46,591597005
533,8, 164,594065385
396,8, 47,596994012
2818,26, 92,601454747
3241,27, 352,603976369
3962,30, 22,604417709
2168,19, 62,608201569
899,10, 221,610787714
3871,29, 28,611980831
1635,15, 59,613229146
1735,17, 127,614071715
4017,31, 19,617030545
1610,15, 58,620828871
2771,26, 12,627732016
1678,16, 26,633203621
1328,13, 81,639634744
1462,13, 247,643754031
2239,19, 48,646859571
306,6, 18,652482343
3013,27, 232,654302793
3842,29, 6,657819810
1899,17, 113,662327864
989,10, 406,666617179
1420,13, 195,668518988
3555,28, 447,671938118
2647,24, 203,675203557
2688,24, 227,679346499
3984,30, 47,689279137
636,9, 29,695993156
1965,17, 0,699781800
4400,34, 86,713562169
2857,26, 95,718895424
2198,19, 31,721964231
1392,13, 235,723509874
1438,13, 133,726007971
4089,31, 92,727996333
4092,31, 55,731947563
1768,17, 46,736577589
2307,19, 49,740927851
3821,29, 83,744094812
45,2, 22,749630808
3894,30, 106,757427320
2816,26, 62,758325268
3090,27, 233,759621959
264,3, 77,764070642
2972,27, 53,769227247
4022,31, 65,772012571
2787,26, 20,774143983
613,9, 25,777447877
1854,17, 74,782743853
1276,12, 115,786731616
1802,17, 253,788536962
3875,29, 85,790143760
4057,31, 107,795109032
4009,31, 91,797527051
2246,19, 65,801460460
2806,26, 93,805137707
1978,18, 72,806250211
4047,31, 108,809283986
2226,19, 128,811730479
2538,24, 101,817619505
2968,27, 381,819444147
2240,19, 20,821496623
4336,32, 117,822496662
2045,18, 14,823437241
409,8, 10,827397749
4465,34, 35,829156137
311,6, 22,832141870
1746,17, 273,833944594
1054,10, 369,836294291
2006,18, 40,837714649
2770,26, 102,841698731
4011,31, 8,844907859
2579,24, 417,847102424
3845,29, 9,853232659
1609,15, 7,853655309
1466,13, 203,854952160
1292,12, 57,856900181
616,9, 39,865282342
1237,12, 7,869070044
2441,24, 169,874110909
1593,15, 6,880048683
4132,32, 57,889714450
1811,17, 199,897458881
1748,17, 69,906168259
2259,19, 139,911048788
3920,30, 61,913746384
2713,24, 102,916211902
4408,34, 41,924879303
2839,26, 24,926252253
2268,19, 44,932071255
3795,29, 68,933686290
569,8, 159,934938359
1618,15, 68,937624913
2170,19, 76,940275075
2842,26, 6,943570881
3925,30, 57,951264123
2250,19, 95,955654968
4118,31, 44,957874489
2306,19, 51,958688189
1189,12, 193,961032812
4023,31, 48,963536765
1822,17, 263,969688718
2850,26, 101,972677626
2838,26, 21,974173241
2547,24, 31,978213739
2046,18, 17,983204272
3932,30, 64,987374375
4042,31, 58,989099307
1332,13, 122,991801813
3896,30, 79,995468252
2788,26, 42,999162855
2869,26, 55,1003872245
497,8, 169,1012964221
4115,31, 39,1013534064
1174,12, 55,1017883471
4084,31, 106,1022039863
2769,26, 76,1022075084
2265,19, 61,1027791691
1699,17, 21,1031023449
3921,30, 53,1042307740
1611,15, 13,1046458459
576,8, 69,1050872051
2723,24, 316,1058892930
1338,13, 68,1069291284
2275,19, 56,1071522761
3775,29, 77,1072335084
574,8, 113,1073190882
3817,29, 40,1094462838
3665,28, 86,1096929618
1444,13, 225,1101904288
3989,30, 50,1103419083
2868,26, 44,1105008908
2500,24, 305,1109375731
1605,15, 40,1117474737
4267,32, 221,1118908932
4352,32, 64,1121432617
731,10, 173,1122908816
2763,24, 318,1125072965
2518,24, 105,1132350248
1144,12, 135,1133734022
1546,13, 232,1137179671
1234,12, 1,1140566638
3847,29, 21,1141941817
644,9, 40,1144393001
2856,26, 10,1145697612
1145,12, 189,1148507304
2836,26, 63,1152340070
651,9, 15,1157018479
3710,28, 250,1164561981
640,9, 24,1171809842
2864,26, 34,1177078912
4422,34, 55,1182478914
1154,12, 8,1190328644
4255,32, 9,1193917486
470,8, 65,1199879890
2369,24, 406,1203362550
701,10, 439,1217004051
1363,13, 171,1220491581
1793,17, 272,1222144220
166,3, 28,1224048737
4443,34, 94,1230878993
2566,24, 135,1234427967
3825,29, 112,1240425933
2091,18, 63,1240782328
1134,12, 101,1252189127
1749,17, 128,1256685535
4235,32, 141,1260544789
1319,13, 182,1266817019
4107,31, 93,1272477583
2824,26, 75,1276428845
2090,18, 73,1293309655
2766,24, 120,1296747529
1606,15, 14,1303116406
1273,12, 65,1309543395
148,3, 229,1310652614
4032,31, 77,1318117459
4051,31, 96,1321474619
622,9, 30,1328101745
4416,34, 15,1333554343
3819,29, 94,1339465893
2685,24, 10,1342738023
4025,31, 61,1343386592
1612,15, 63,1346989923
2772,26, 33,1358888785
3202,27, 90,1365284909
1481,13, 201,1376416811
2865,26, 65,1379462664
1365,13, 40,1385203174
3783,29, 58,1387018039
588,8, 181,1392168148
1645,15, 64,1401396853
299,6, 10,1403487810
4426,34, 102,1410129400
836,10, 303,1414049296
2776,26, 13,1420155461
950,10, 188,1421279837
2458,24, 187,1424516780
183,3, 218,1428731945
1049,10, 304,1433712406
4380,34, 49,1437849453
2245,19, 115,1450751672
4110,31, 32,1453321855
4080,31, 41,1455529085
3496,28, 105,1461826521
1986,18, 82,1474223707
1476,13, 21,1477953153
2393,24, 194,1483594619
1944,17, 100,1493944638
1962,17, 279,1494825211
4240,32, 133,1499316792
797,10, 312,1504038866
1148,12, 159,1505822779
4390,34, 92,1508384965
2767,24, 310,1512367440
2297,19, 70,1516558207
1019,10, 209,1521111305
199,3, 23,1522418190
4424,34, 6,1526433758
1263,12, 133,1530687656
3883,29, 19,1533578568
880,10, 29,1534100480
4478,34, 24,1538408236
1755,17, 144,1539306525
1642,15, 51,1542357664
83,3, 151,1548723829
2183,19, 119,1551387875
2293,19, 69,1555830028
1705,17, 64,1563018203
754,10, 337,1564281376
4414,34, 30,1565704920
2278,19, 30,1567758822
3781,29, 22,1570394093
2276,19, 111,1574633534
3791,29, 15,1579038466
3992,30, 95,1582715941
2257,19, 81,1590438449
212,3, 145,1592072646
3762,29, 123,1594917928
2171,19, 36,1598723940
2757,24, 76,1599159387
4174,32, 206,1612502157
4000,30, 105,1614386899
4127,32, 123,1617477180
2189,19, 29,1620894309
1858,17, 47,1621111546
2594,24, 138,1627372688
4145,32, 41,1629351653
2212,19, 123,1636645653
556,8, 103,1641317042
4001,30, 16,1645796850
1108,12, 37,1648464922
96,3, 157,1650087901
567,8, 115,1655901553
2618,24, 85,1660611016
1961,17, 149,1676387636
4399,34, 29,1679461321
295,5, 5,1681451085
1267,12, 129,1684327256
2853,26, 68,1687518615
2811,26, 54,1691318996
1298,12, 178,1700971391
4309,32, 116,1705534216
31,2, 20,1712141286
1288,12, 75,1714006358
1468,13, 147,1716290648
2202,19, 59,1722767501
2295,19, 11,1723317617
1141,12, 2,1728319883
4406,34, 11,1732730180
1000,10, 164,1733523800
1777,17, 97,1747250604
1931,17, 230,1748934817
632,9, 35,1758000498
1873,17, 244,1765942865
30,2, 2,1769109110
4144,32, 179,1776564401
190,3, 159,1786940858
2073,18, 59,1795172336
4068,31, 87,1798620356
2247,19, 78,1802957594
1760,17, 101,1808104386
2177,19, 94,1812479103
1881,17, 88,1819671628
997,10, 294,1824413272
783,10, 355,1830830020
2296,19, 104,1835664458
227,3, 224,1837505493
68,3, 201,1851300955
2111,18, 16,1859421390
1685,17, 38,1876804234
4303,32, 37,1881831799
3907,30, 102,1884419730
