,NetID,FlowID,runTimeLUDB(ns)
1567,14, 21,58149
4365,33, 12,82164
1823,17, 116,3562941
3246,27, 261,3826936
1891,17, 170,3922046
1806,17, 41,3953974
603,8, 77,4046227
4344,32, 224,4079190
256,3, 62,4105405
17,1, 0,4274007
11,1, 6,4281130
1588,15, 8,4316443
3599,28, 230,4344319
2325,21, 2,4414688
2789,26, 30,4518174
625,9, 19,4563828
4263,32, 120,4595367
2337,23, 3,4612509
4281,32, 202,4635835
3971,30, 38,4646837
220,3, 196,4723258
1412,13, 246,4771347
1767,17, 140,4811091
1281,12, 21,4837210
2340,23, 11,4873369
1675,16, 4,4943549
327,7, 3,5003434
1205,12, 172,5050470
608,9, 2,5137724
2309,20, 7,5167149
290,5, 14,5310388
4093,31, 83,5369431
2860,26, 23,5380809
1973,18, 194,5482902
1857,17, 104,5487710
1256,12, 194,5506856
4004,30, 67,5612266
1730,17, 275,5637882
6,1, 1,5665152
330,8, 3,5773438
2150,18, 70,5916958
4002,30, 90,5943047
605,8, 17,6076734
2093,18, 44,6131617
3071,27, 280,6316465
4031,31, 3,6535849
3948,30, 13,6668860
1026,10, 233,6911571
1337,13, 198,6989156
1926,17, 224,7035422
930,10, 360,7151961
4294,32, 236,7607668
3541,28, 189,7652874
2855,26, 98,7986977
3769,29, 124,8051480
208,3, 21,8216652
3033,27, 162,8378908
2338,23, 2,8469702
1764,17, 243,8636283
1761,17, 16,9306451
113,3, 35,10055747
139,3, 211,10083219
1674,16, 17,10194574
2351,24, 93,10609945
883,10, 113,10849372
1890,17, 84,11092751
352,8, 121,11401238
2225,19, 91,11512037
441,8, 79,12120827
702,10, 379,12369556
2330,23, 10,12587673
3906,30, 34,12993664
1841,17, 242,13550759
1676,16, 24,13845620
2837,26, 51,13925905
2329,23, 6,14029188
1900,17, 115,14596021
3199,27, 260,14898999
780,10, 265,15361127
27,2, 27,15685163
2313,20, 8,15916528
4005,30, 76,16137177
3422,28, 174,17394437
2311,20, 0,18324070
4295,32, 115,19283976
293,5, 15,19653581
3163,27, 323,20020745
4020,31, 7,20422635
294,5, 10,21022998
4354,32, 160,21685460
1555,14, 22,21701850
1078,10, 323,21881120
498,8, 196,22163520
288,5, 9,22227242
1943,17, 246,22699735
3472,28, 173,23016314
1795,17, 259,23297675
16,1, 8,23585743
282,5, 16,24218304
4038,31, 90,25124544
285,5, 12,25287385
2077,18, 114,25570823
4299,32, 142,26642695
2163,18, 117,26966081
1491,13, 13,27893714
1313,13, 251,28192886
1106,11, 4,29111296
1569,14, 12,29670882
1255,12, 105,29840496
2470,24, 122,30327332
4304,32, 55,30974098
267,3, 2,31190614
1660,16, 5,32071684
577,8, 178,32110673
2078,18, 76,32294868
2660,24, 392,32540278
2749,24, 323,32991482
9,1, 5,33684000
269,3, 49,35667805
18,2, 5,36339703
4364,33, 7,37297728
310,6, 2,37316713
2107,18, 52,37852051
1397,13, 23,38229937
1425,13, 93,38961607
2315,20, 4,39339860
1561,14, 25,39869906
23,2, 1,40345417
1575,14, 17,41274320
2321,20, 2,41771550
2805,26, 4,42528012
1579,14, 23,43127402
3386,28, 90,43470755
3,1, 10,43625694
1099,11, 5,44424010
2859,26, 3,44781579
20,2, 7,45495184
1098,11, 7,45874660
4280,32, 227,46488864
206,3, 172,47314977
3493,28, 116,48564859
4143,32, 22,49387506
1165,12, 89,50093380
3433,28, 380,51299924
553,8, 191,51735827
3204,27, 121,52561735
2813,26, 40,53059333
2477,24, 237,53699314
619,9, 6,53945948
3222,27, 239,54425058
28,2, 19,55726881
2572,24, 212,56344076
3349,28, 288,56534524
140,3, 147,56880997
601,8, 221,57141430
2721,24, 271,58203548
1064,10, 158,59135416
326,7, 2,59849222
3952,30, 59,60420760
2334,23, 12,61670153
384,8, 198,62987261
4265,32, 237,63685946
3536,28, 363,64226224
46,2, 17,67244277
2316,20, 9,68721875
178,3, 158,69678782
2319,20, 3,70048794
3897,30, 62,71417527
291,5, 2,71528340
3631,28, 201,71800003
1666,16, 23,72920988
3885,29, 25,73466968
1564,14, 0,74030976
832,10, 385,75308016
252,3, 152,76518180
635,9, 31,77557633
2229,19, 103,81624955
2244,19, 15,84852186
3397,28, 139,85616098
1291,12, 140,86472619
1560,14, 24,87618052
323,6, 3,89803313
1681,16, 9,90770204
317,6, 17,94204006
3754,28, 304,94234937
4372,33, 0,97110772
1586,15, 2,99058504
2581,24, 273,99864169
2318,20, 5,100224039
1404,13, 222,103161782
4432,34, 97,106397909
627,9, 26,109003900
41,2, 16,109655375
3809,29, 101,110654771
313,6, 15,111969319
707,10, 435,112994104
1578,14, 18,115129888
3010,27, 434,116471045
1679,16, 18,117804495
1598,15, 32,119713071
314,6, 4,123116223
3238,27, 192,130080324
1136,12, 98,132395415
36,2, 11,136110551
2161,18, 130,137874505
4019,31, 89,139235722
3594,28, 184,140008071
4076,31, 74,142129585
98,3, 84,145860996
4070,31, 43,148631982
4479,34, 7,151540169
304,6, 5,156360374
4461,34, 54,157838509
191,3, 195,162113701
322,6, 19,163533020
3909,30, 75,169628182
2399,24, 155,178468983
1662,16, 7,181921974
4227,32, 143,187296699
3904,30, 78,189166594
49,2, 24,192551412
4101,31, 42,193400533
4396,34, 84,197267307
250,3, 177,203982938
3673,28, 195,204952367
650,9, 10,205794418
2197,19, 52,208638542
1621,15, 57,214151844
1573,14, 19,214841214
4164,32, 66,220308950
3693,28, 143,221247332
948,10, 36,226016247
2949,27, 35,228808367
305,6, 1,230804879
3389,28, 10,233088637
3820,29, 100,234641144
4472,34, 46,235966801
4357,32, 2,237227709
1305,13, 163,238099933
2777,26, 1,241556915
40,2, 30,243338567
1563,14, 2,245570982
2238,19, 63,247538759
4087,31, 110,248508182
407,8, 4,253616042
1647,15, 55,256048483
3792,29, 23,258216453
654,9, 37,261278878
1803,17, 283,263387633
1663,16, 3,264131860
1170,12, 153,267843085
4266,32, 16,268854409
3918,30, 89,271701858
1207,12, 114,273428130
234,3, 118,275939188
1248,12, 124,277032682
647,9, 21,280336229
1264,12, 60,281603162
4072,31, 97,281806419
3928,30, 36,283667051
1672,16, 12,286220555
2038,18, 167,288408582
1682,16, 6,291529520
4046,31, 37,291870902
1571,14, 11,292272667
4428,34, 60,293717039
637,9, 14,296492634
1182,12, 102,300213664
802,10, 334,303309073
44,2, 26,306377126
2178,19, 50,306754512
1251,12, 50,309454166
1542,13, 61,310086846
4066,31, 112,310392465
2188,19, 109,311867808
2209,19, 130,316370991
39,2, 10,322639851
1940,17, 205,325729644
1557,14, 20,333359494
1584,15, 23,334474315
1116,12, 49,338689819
4012,31, 14,341799702
1413,13, 107,345415095
2300,19, 24,346434798
1616,15, 29,348966651
2243,19, 54,355801023
2223,19, 7,358431622
221,3, 223,359041182
389,8, 123,362392534
2801,26, 29,363704619
4470,34, 31,367131488
4438,34, 79,368294720
2145,18, 64,369986297
1306,13, 19,373016880
4014,31, 29,375253207
1828,17, 82,378041550
393,8, 60,382737913
1483,13, 191,383394551
4026,31, 2,384638449
1523,13, 229,390511315
4073,31, 50,392138465
3922,30, 15,395618490
4382,34, 87,397357047
1603,15, 12,398974304
1590,15, 61,401046087
1670,16, 19,403024674
3957,30, 14,407901420
2308,19, 105,409323072
1785,17, 26,412726746
4452,34, 16,414601864
1638,15, 19,415485646
1631,15, 36,419850099
371,8, 35,421323634
4413,34, 20,423952482
2829,26, 80,428256265
2256,19, 13,432118464
1623,15, 24,433915721
3032,27, 110,436609301
3944,30, 2,438194247
3997,30, 9,440805223
3067,27, 16,445254976
3773,29, 64,445646713
1576,14, 10,445995195
3021,27, 55,448290207
13,1, 9,450417985
1664,16, 8,453665124
1914,17, 181,456365147
2299,19, 21,462157881
1193,12, 139,465442615
4475,34, 13,466986526
1615,15, 4,469369997
478,8, 74,470087615
595,8, 179,473402289
2270,19, 26,474996767
3970,30, 41,477948047
3933,30, 19,480634003
4389,34, 2,482983920
2267,19, 66,492200877
2820,26, 46,493146355
2195,19, 58,498023614
808,10, 315,500863476
1896,17, 245,502083155
967,10, 388,502755718
4058,31, 18,507171493
4456,34, 26,509214792
2503,24, 403,511254996
1627,15, 45,512679734
1947,17, 154,517011765
4318,32, 166,518355947
2530,24, 14,520608482
4471,34, 61,522521246
990,10, 297,525147221
1592,15, 21,527210426
2144,18, 12,527745483
3864,29, 60,535993580
850,10, 156,536555167
1626,15, 42,537292232
4376,33, 9,539581684
1570,14, 9,541708436
2252,19, 97,546537904
3961,30, 18,550470603
851,10, 143,552279971
1431,13, 181,560157352
4224,32, 53,563457416
2201,19, 37,567183220
47,2, 21,569168164
4237,32, 6,574606161
1518,13, 38,576764462
3900,30, 112,578124546
4102,31, 70,579434965
4083,31, 30,585749311
4052,31, 0,587280695
3958,30, 49,589729323
312,6, 14,591518765
1865,17, 86,592170013
4321,32, 131,595435662
2381,24, 250,600127760
4056,31, 51,601786891
2674,24, 202,604261892
2534,24, 18,607161640
1860,17, 61,610694001
4091,31, 85,611507001
884,10, 434,612636755
4104,31, 27,613949326
2834,26, 53,614758695
213,3, 37,619171894
2870,26, 25,621908412
2841,26, 91,627832513
4114,31, 72,634979084
4043,31, 79,641710788
1081,10, 394,645130095
4010,31, 71,650625049
1595,15, 70,653757009
137,3, 216,657614909
4035,31, 17,662212525
2724,24, 257,665111957
225,3, 17,666724385
1403,13, 84,669706254
3943,30, 23,673947527
4033,31, 68,676693596
1589,15, 67,686540917
1819,17, 238,694833763
25,2, 32,698439584
2849,26, 66,703307372
1613,15, 46,718228226
1624,15, 16,720600284
2253,19, 77,722821986
65,3, 72,724227115
621,9, 5,727582500
2102,18, 120,728320180
1218,12, 31,733414828
1379,13, 2,739040166
1400,13, 236,743475691
2230,19, 53,744918871
4333,32, 209,750907122
1271,12, 113,758089239
2204,19, 86,759577577
2866,26, 31,760186578
2821,26, 86,766130716
2783,26, 72,769631722
3915,30, 3,772622914
1159,12, 186,777086220
1091,10, 96,780116794
4037,31, 22,786699532
1157,12, 181,787631062
1322,13, 31,788918695
1421,13, 237,793639722
4053,31, 113,796084836
2361,24, 5,798429381
3856,29, 51,803906089
2826,26, 48,805624027
2289,19, 4,807820709
2786,26, 35,810170455
620,9, 8,814761165
26,2, 9,819411083
4388,34, 38,821356397
1138,12, 33,822454780
3826,29, 4,822590284
1179,12, 158,826609152
4108,31, 60,828595868
2492,24, 286,830135499
4362,32, 242,833754830
3813,29, 7,835614248
3929,30, 84,837293454
4473,34, 50,840913207
1286,12, 144,842523955
1149,12, 177,845432246
1279,12, 146,847903552
713,10, 30,853476377
24,2, 15,853698945
2088,18, 156,854984760
3806,29, 67,857827263
2286,19, 125,866320841
1495,13, 34,872766150
3911,30, 91,879826646
2147,18, 168,882050358
2375,24, 233,891693762
336,8, 135,901068390
3941,30, 32,910100910
1118,12, 168,913329828
2871,26, 89,915031251
1644,15, 49,922694806
1689,17, 233,925177711
1912,17, 213,927824752
4207,32, 104,933305002
3975,30, 1,934812021
1497,13, 210,935772743
1210,12, 180,937683307
2228,19, 60,942732738
1909,17, 284,948126635
100,3, 226,953413422
1594,15, 28,955950998
2549,24, 278,958450712
485,8, 276,959027977
3964,30, 71,961106600
1215,12, 22,965715776
2796,26, 32,971469070
4059,31, 26,973227286
3942,30, 11,978091328
3953,30, 99,979418686
1729,17, 133,984439547
3927,30, 104,988389772
1817,17, 48,990756383
1640,15, 30,994733127
2200,19, 25,999048838
4476,34, 44,1000888023
4367,33, 5,1012625757
1641,15, 0,1013459037
2773,26, 94,1015577368
1245,12, 73,1021937604
3940,30, 8,1022051907
2277,19, 110,1023249990
4154,32, 80,1028368276
3833,29, 57,1037706724
3117,27, 173,1045234864
2587,24, 402,1047218449
4098,31, 23,1054002003
1428,13, 57,1062406201
3974,30, 107,1071130740
958,10, 147,1072139670
857,10, 144,1072927029
1637,15, 72,1076242777
3969,30, 86,1095049019
1297,12, 51,1100946080
2835,26, 97,1102637541
4433,34, 57,1104141180
751,10, 174,1106000087
4302,32, 172,1113613802
1815,17, 13,1118601312
315,6, 12,1119368407
1988,18, 166,1121761363
2819,26, 78,1123168374
4328,32, 189,1127770778
2019,18, 90,1133705761
97,3, 59,1134461595
2899,27, 310,1137393013
2132,18, 13,1141464280
2027,18, 197,1142903069
2207,19, 138,1145211789
4095,31, 9,1146729882
3956,30, 87,1149067412
4003,30, 6,1155527131
1258,12, 63,1158554759
614,9, 36,1170777215
1799,17, 72,1172314647
1604,15, 41,1181678511
434,8, 261,1184303582
231,3, 170,1193264154
2879,27, 5,1197123616
376,8, 260,1202398444
324,6, 0,1207719844
4079,31, 34,1218597703
4210,32, 68,1221908354
4075,31, 57,1223128386
1908,17, 85,1226744128
2258,19, 10,1233746075
3889,29, 34,1238508746
4434,34, 68,1240596366
2833,26, 36,1246559680
2342,24, 344,1253340514
1780,17, 18,1260473208
1521,13, 252,1262479982
168,3, 8,1271670016
2481,24, 394,1273477900
4451,34, 59,1278114256
2541,24, 308,1295218898
3329,28, 444,1297760632
4062,31, 67,1308793536
2437,24, 358,1310110214
121,3, 220,1313108311
3840,29, 32,1320868860
4383,34, 34,1322648192
265,3, 114,1332134384
2251,19, 118,1334204869
4384,34, 37,1341863300
3905,30, 29,1342882832
4327,32, 211,1344757799
4330,32, 88,1349435211
3804,29, 62,1362312674
2540,24, 68,1373545882
4168,32, 176,1377429558
414,8, 21,1381039127
4006,31, 52,1386772398
2697,24, 258,1390260994
3843,29, 84,1394190039
1082,10, 72,1402803459
4178,32, 181,1404208688
1465,13, 217,1411283848
2298,19, 114,1415297402
4028,31, 5,1420608264
2729,24, 175,1424358584
4450,34, 91,1424673084
1247,12, 123,1431001267
4024,31, 111,1437306417
2065,18, 91,1447521574
624,9, 28,1452850181
4008,31, 98,1453506595
1473,13, 50,1461039896
1452,13, 89,1466312632
3990,30, 58,1476100651
2383,24, 164,1483454906
2682,24, 64,1487360352
2478,24, 254,1494041594
4119,31, 54,1499031775
1832,17, 204,1503218163
1629,15, 62,1504359783
2543,24, 267,1507749147
602,8, 120,1508981727
4411,34, 14,1516174641
4415,34, 67,1517023892
1636,15, 48,1521132264
4385,34, 64,1525277845
4060,31, 95,1528982863
4395,34, 8,1532070964
777,10, 348,1533633969
4221,32, 63,1534427439
4453,34, 12,1538667760
3978,30, 5,1540234064
1346,13, 83,1543771095
648,9, 22,1550447068
2203,19, 75,1555546338
4356,32, 156,1560440695
2262,19, 72,1564089724
2288,19, 68,1565649428
1219,12, 190,1567527042
1394,13, 101,1568007186
4029,31, 6,1570567977
2281,19, 100,1578851261
2649,24, 184,1581251003
3763,29, 3,1589837960
4096,31, 73,1591340838
1622,15, 39,1593537770
1007,10, 259,1597981457
2123,18, 102,1598773265
4340,32, 51,1602803018
4163,32, 132,1613962910
2810,26, 77,1614560098
3902,30, 21,1618982391
2187,19, 84,1621060172
1389,13, 183,1622319136
1489,13, 160,1628108583
634,9, 32,1635597693
662,10, 290,1638797569
843,10, 49,1642213865
4440,34, 78,1646371487
4192,32, 158,1649360761
1450,13, 226,1650179391
1217,12, 70,1657106290
2489,24, 86,1663186779
1196,12, 94,1677721332
525,8, 197,1681053113
403,8, 165,1681879718
1072,10, 11,1685588967
2173,19, 124,1687762607
1833,17, 225,1696275643
1129,12, 26,1701144524
1211,12, 9,1706041034
1864,17, 54,1713654591
3979,30, 69,1716142683
965,10, 425,1721232400
1653,15, 34,1723220408
2291,19, 129,1727327456
4427,34, 101,1728634605
4081,31, 46,1733019235
2400,24, 80,1737020824
2862,26, 17,1747733957
4463,34, 74,1757836125
1068,10, 408,1758739418
4386,34, 19,1769046110
1514,13, 95,1774603092
2397,24, 384,1778488551
2588,24, 205,1787147853
2127,18, 124,1797943146
1114,12, 91,1798693287
1786,17, 208,1808031537
2210,19, 136,1812247962
1703,17, 187,1815664083
2274,19, 140,1820315189
2192,19, 55,1826370893
3801,29, 106,1833394532
1107,12, 166,1836968696
2071,18, 185,1838988085
2085,18, 24,1855165188
2709,24, 425,1870377973
1432,13, 221,1876891113
1275,12, 29,1882451425
150,3, 12,1884693783
3917,30, 39,1885104430
2266,19, 122,1886386491
1903,17, 214,1895341726
565,8, 215,1905496777
1968,17, 139,1907726508
2999,27, 428,1908982855
2254,19, 134,1917436169
1198,12, 179,1926346564
2508,24, 359,1928258931
2119,18, 162,1934253666
1192,12, 84,1939204453
1510,13, 125,1940601740
1203,12, 67,1941242897
4378,34, 48,1949604331
354,8, 68,1952447503
879,10, 2,1963515033
4331,32, 138,1968737560
827,10, 99,1972800366
1342,13, 78,1987499798
2272,19, 39,1990659172
2354,24, 65,1993283272
2711,24, 215,1997167538
3450,28, 420,2005361236
1270,12, 137,2009154777
1798,17, 119,2021829600
675,10, 410,2026781106
3869,29, 116,2031123648
3128,27, 63,2034408026
3281,27, 191,2036712337
378,8, 72,2039263367
4317,32, 11,2051220512
1125,12, 121,2053990607
1859,17, 153,2054638129
1143,12, 35,2058105146
246,3, 154,2069464454
1243,12, 3,2080011561
520,8, 70,2085844808
2401,24, 156,2087169366
3104,27, 298,2104584086
2622,24, 11,2109534647
3899,30, 101,2116531832
4444,34, 93,2117637570
1998,18, 121,2121531549
2768,24, 387,2124709508
2098,18, 182,2125254145
1649,15, 37,2135474462
2536,24, 54,2151945840
3814,29, 96,2158470642
2476,24, 349,2167992798
2218,19, 47,2172853989
612,9, 27,2176569227
1517,13, 76,2179943324
4342,32, 109,2183179545
2592,24, 266,2185535735
3098,27, 241,2188926454
2510,24, 277,2194767866
1655,15, 38,2195960770
1206,12, 74,2201958918
88,3, 56,2204588968
